,Sentence,Name,Disease,SSNs,Dates,Address,City,Zipcode,Url,Account,Medical Record,Contact,Email,Passport,IP Address
1803,"Mrs Adán Espinosa is suffering from headache . Her SSN 788889344 . She contacted on 5.7.1975 . Patient is from 267 Wuckert Hollow Unit 11 Boston , 1752 .
Advised her to reach http://yfrog.com/0baudrinaryanpool1j . Patient account number is  3298126959 . Medical record Id DS7005178 . Her 051974673 02 Email is LonnieHaley@mail2keen.com
Patient Id 214685017109 . IP address 143.219.0.0",Adán Espinosa,headache,788889344,5.7.1975,267 Wuckert Hollow Unit 11,Boston,1752,http://yfrog.com/0baudrinaryanpool1j,3298126959,DS7005178,051974673 02,LonnieHaley@mail2keen.com,214685017109,143.219.0.0
1804,"Mr Harland Krajcik has  Diarrhea . Patient SSN 710 74 2923 . He came on 27/5/1972 . Patient home address is  420 MacGyver Spur Suite 75 Boston , 2163 .
we gave him http://soundcloud.com/zapputec/x-zapputec-flat . Patient account number 0759171519 . Medical record Id DS1920538 . Patient 04186-654 90-74 Email is JosiahLeffler@email.ee
Patient Id R7205760 . Here is the IP 45.137.136.0",Harland Krajcik,Diarrhea,710 74 2923,27/5/1972,420 MacGyver Spur Suite 75,Boston,2163,http://soundcloud.com/zapputec/x-zapputec-flat,0759171519,DS1920538,04186-654 90-74,JosiahLeffler@email.ee,R7205760,45.137.136.0
1805,"Mr Floyd Conroy is suffering from fever . Patient SSN 375-18-8539 . He arrived on 1931-6-17 . Patient is from 401 Renner Fork Reading , 1851 .
Advised him to reach http://soundcloud.com/groups/poison-club-dusseldorf . Patient account number 6673084782 . Medical record Id MR3103215 . Patient 013 02690 23 Email is KasieRohan@racefanz.com
Patient Id 1199394 . IP address 120.29.224.0",Floyd Conroy,fever,375-18-8539,1931-6-17,401 Renner Fork,Reading,1851,http://soundcloud.com/groups/poison-club-dusseldorf,6673084782,MR3103215,013 02690 23,KasieRohan@racefanz.com,1199394,120.29.224.0
1806,"Mr Hsiu McClure is suffering from Diarrhea . Patient SSN 802-58-6517 . He arrived on 3/1/1920 . Patient is from 678 Ward Meadow Suite 93 Abington , 1748 .
Advised him to reach http://tweetphoto.com/31150575 . Patient account number 2756018712 . Medical record Id CA6235440 . Patient 07635 32 20 Email is MinaGusikowski@approvers.net
Patient Id D3367831 . IP address 103.249.204.0",Hsiu McClure,Diarrhea,802-58-6517,3/1/1920,678 Ward Meadow Suite 93,Abington,1748,http://tweetphoto.com/31150575,2756018712,CA6235440,07635 32 20,MinaGusikowski@approvers.net,D3367831,103.249.204.0
1807,"Mr Criselda Kuvalis has  cough . Patient SSN 782-71-5117 . He came on 27/10/1969 . Patient home address is  765 Spencer Orchard Leicester , 2141 .
we gave him http://www.ustream.tv/channel/lite-jp . Patient account number 6476568548 . Medical record Id ID5779541 . Patient 04607 07-4 Email is ShanaeWiegand@uol.com.ar
Patient Id 001038534 . Here is the IP 194.99.160.0",Criselda Kuvalis,cough,782-71-5117,27/10/1969,765 Spencer Orchard,Leicester,2141,http://www.ustream.tv/channel/lite-jp,6476568548,ID5779541,04607 07-4,ShanaeWiegand@uol.com.ar,001038534,194.99.160.0
1808,"Mr Tanisha Schmidt has  stomach ache . Patient SSN 460 39 3934 . He came on 7/6/1944 . Patient home address is  201 Dietrich Mall Suite 96 Groveland , 2145 .
we gave him http://www.youtube.com/watch?v=5O_RF2mRdgI . Patient account number 5790118985 . Medical record Id MR7795093 . Patient 036-21-91-4 Email is TalishaQuitzon@bestmail.us
Patient Id E897436 . Here is the IP 192.109.24.0",Tanisha Schmidt,stomach ache,460 39 3934,7/6/1944,201 Dietrich Mall Suite 96,Groveland,2145,http://www.youtube.com/watch?v=5O_RF2mRdgI,5790118985,MR7795093,036-21-91-4,TalishaQuitzon@bestmail.us,E897436,192.109.24.0
1809,"Mr Eduardo Crona is suffering from cough . Patient SSN 698 59 7386 . He arrived on 3/1/1920 . Patient is from 338 Ernser Mission Unit 87 Quincy , 1960 .
Advised him to reach http://www.dailymotion.com/video/xdyhcx_kathy-griffin-the-mag-let_shortfilms . Patient account number 0109183229 . Medical record Id CA6247713 . Patient 0762895-509 Email is AmadoOsinski@redsfans.com
Patient Id 9224464 . IP address 103.67.177.0",Eduardo Crona,cough,698 59 7386,3/1/1920,338 Ernser Mission Unit 87,Quincy,1960,http://www.dailymotion.com/video/xdyhcx_kathy-griffin-the-mag-let_shortfilms,0109183229,CA6247713,0762895-509,AmadoOsinski@redsfans.com,9224464,103.67.177.0
1810,"Mr Logan Brekke has  cough . Patient SSN 663-30-8781 . He came on 4/2/1950 . Patient home address is  186 Weimann Run Apt 25 South Hadley , 1854 .
we gave him http://i.imgur.com/mEVw0.png . Patient account number 6365266606 . Medical record Id CA3712981 . Patient 0135196 10-71 Email is PatrickFarrell@techie.com
Patient Id R168117 . Here is the IP 91.146.96.0",Logan Brekke,cough,663-30-8781,4/2/1950,186 Weimann Run Apt 25,South Hadley,1854,http://i.imgur.com/mEVw0.png,6365266606,CA3712981,0135196 10-71,PatrickFarrell@techie.com,R168117,91.146.96.0
1811,"Mr Tonda Zemlak is suffering from fever . Patient SSN 752292723 . He arrived on 1/21/1924 . Patient is from 756 Thiel Tunnel New Ashford , 1086 .
Advised him to reach http://soundcloud.com/marc-von-vennen/marc-von-vennen-mix-1-juli . Patient account number 8141794660 . Medical record Id CA9734267 . Patient 049-2938-05 Email is CesarKlein@educastmail.com
Patient Id 4140201 . IP address 185.168.172.0",Tonda Zemlak,fever,752292723,1/21/1924,756 Thiel Tunnel,New Ashford,1086,http://soundcloud.com/marc-von-vennen/marc-von-vennen-mix-1-juli,8141794660,CA9734267,049-2938-05,CesarKlein@educastmail.com,4140201,185.168.172.0
1812,"Mrs Mervin Dietrich is suffering from Diarrhea . Her SSN 337 21 1021 . She contacted on 13/12/2004 . Patient is from 214 Welch Gateway Boston , 2633 .
Advised her to reach http://twitgoo.com/178zm0 . Patient account number is  3511070636 . Medical record Id MR7197953 . Her 096275-195-3220 Email is MadelynKutch@mail2joe.com
Patient Id 0F733229 . IP address 194.213.122.0",Mervin Dietrich,Diarrhea,337 21 1021,13/12/2004,214 Welch Gateway,Boston,2633,http://twitgoo.com/178zm0,3511070636,MR7197953,096275-195-3220,MadelynKutch@mail2joe.com,0F733229,194.213.122.0
1813,"Mr Charise Reilly has  cough . Patient SSN 293 19 3101 . He came on 12/7/1972 . Patient home address is  434 Windler Overpass Somerville , 2114 .
we gave him http://yfrog.com/50img0067qkj . Patient account number 9514868680 . Medical record Id MR9994393 . Patient 078-846-79-94 Email is TuanWintheiser@mail2frankfurt.com
Patient Id G129900 . Here is the IP 5.188.212.0",Charise Reilly,cough,293 19 3101,12/7/1972,434 Windler Overpass,Somerville,2114,http://yfrog.com/50img0067qkj,9514868680,MR9994393,078-846-79-94,TuanWintheiser@mail2frankfurt.com,G129900,5.188.212.0
1814,"Mr Aurelia Hagenes is suffering from cancer . Patient SSN 540-27-3403 . He arrived on 10-10-2000 . Patient is from 296 Feest Esplanade Suite 93 Boston , 1832 .
Advised him to reach http://vimeo.com/13094272 . Patient account number 6383184715 . Medical record Id CA9980748 . Patient 065 416 32-9 Email is ShandaFerry@mail2lovable.com
Patient Id IQ1O24598 . IP address 91.220.102.0",Aurelia Hagenes,cancer,540-27-3403,10-10-2000,296 Feest Esplanade Suite 93,Boston,1832,http://vimeo.com/13094272,6383184715,CA9980748,065 416 32-9,ShandaFerry@mail2lovable.com,IQ1O24598,91.220.102.0
1815,"Mrs Elvira Roque is suffering from cough . Her SSN 359-03-9546 . She contacted on 1/21/1924 . Patient is from 689 Ankunding Estate Brewster , 2635 .
Advised her to reach http://tweetphoto.com/30980625 . Patient account number is  2914015715 . Medical record Id MR1177653 . Her 0471 86 04 8 Email is AlonsoGerhold@nirvanafan.com
Patient Id 9851013 . IP address 193.242.217.0",Elvira Roque,cough,359-03-9546,1/21/1924,689 Ankunding Estate,Brewster,2635,http://tweetphoto.com/30980625,2914015715,MR1177653,0471 86 04 8,AlonsoGerhold@nirvanafan.com,9851013,193.242.217.0
1816,"Mr Mayte Candelaria is suffering from cancer . Patient SSN 774-74-0548 . He arrived on 1986-7-3 . Patient is from 527 Sanford Ville Suite 6 Lowell , 2081 .
Advised him to reach http://soundcloud.com/drumkid7-1/drumkid-warrior . Patient account number 5501469226 . Medical record Id CA3014203 . Patient 036 359 73-49 Email is HerbBaumbach@mail2joy.com
Patient Id J3029951 . IP address 202.131.16.0",Mayte Candelaria,cancer,774-74-0548,1986-7-3,527 Sanford Ville Suite 6,Lowell,2081,http://soundcloud.com/drumkid7-1/drumkid-warrior,5501469226,CA3014203,036 359 73-49,HerbBaumbach@mail2joy.com,J3029951,202.131.16.0
1817,"Mr Bell Emmerich has  cough . Patient SSN 684 46 2130 . He came on 7/1/1974 . Patient home address is  776 Senger Junction Suite 18 Chatham , 2148 .
we gave him http://yfrog.com/0e1q9j . Patient account number 1547555757 . Medical record Id MR0725936 . Patient 02 01274-95 Email is CoreyParker@waumail.com
Patient Id 3393024 . Here is the IP 193.46.74.0",Bell Emmerich,cough,684 46 2130,7/1/1974,776 Senger Junction Suite 18,Chatham,2148,http://yfrog.com/0e1q9j,1547555757,MR0725936,02 01274-95,CoreyParker@waumail.com,3393024,193.46.74.0
1818,"Mr Napoleon Rice is suffering from heart attack . Patient SSN 802-92-6159 . He arrived on 24/2/2019 . Patient is from 600 Franecki View Worcester , 2351 .
Advised him to reach http://tweetphoto.com/31333738 . Patient account number 1209095574 . Medical record Id DS5197290 . Patient 0650370-4832 Email is MaliaKuhic@mail2aphrodite.com
Patient Id U417317 . IP address 217.22.160.0",Napoleon Rice,heart attack,802-92-6159,24/2/2019,600 Franecki View,Worcester,2351,http://tweetphoto.com/31333738,1209095574,DS5197290,0650370-4832,MaliaKuhic@mail2aphrodite.com,U417317,217.22.160.0
1819,"Mr Elena Grijalva is suffering from headache . Patient SSN 676-62-0107 . He arrived on 20/4/2004 . Patient is from 730 Murazik Viaduct Millis , 2169 .
Advised him to reach http://i106.photobucket.com/albums/m255/MX5_Dorifto/kohlmeise-3066.jpg . Patient account number 5579335960 . Medical record Id CA1909727 . Patient 0138-59-991 Email is AlexandraWitting@aichi.com
Patient Id E058950 . IP address 193.105.74.0",Elena Grijalva,headache,676-62-0107,20/4/2004,730 Murazik Viaduct,Millis,2169,http://i106.photobucket.com/albums/m255/MX5_Dorifto/kohlmeise-3066.jpg,5579335960,CA1909727,0138-59-991,AlexandraWitting@aichi.com,E058950,193.105.74.0
1820,"Mr Katlyn Bashirian is suffering from cough . Patient SSN 266-93-0853 . He arrived on 15.10.1978 . Patient is from 1071 Von Course West Springfield , 2111 .
Advised him to reach http://twitter.com/akenyg/status/17716205602 . Patient account number 0133573717 . Medical record Id MR4432487 . Patient 072134 71089-12 Email is TiannaLehner@mail2jay.com
Patient Id E2828621 . IP address 185.21.244.0",Katlyn Bashirian,cough,266-93-0853,15.10.1978,1071 Von Course,West Springfield,2111,http://twitter.com/akenyg/status/17716205602,0133573717,MR4432487,072134 71089-12,TiannaLehner@mail2jay.com,E2828621,185.21.244.0
1821,"Mrs Mario Waters is suffering from Diarrhea . Her SSN 099-76-0157 . She contacted on 11/3/1948 . Patient is from 611 O'Kon Terrace Suite 94 Lynn , 1420 .
Advised her to reach http://www.flickr.com/photos/dinoia/4721950229/ . Patient account number is  6084296330 . Medical record Id ID0937950 . Her 0495-389-0582 Email is MelisaKreiger@sayhi.net
Patient Id A9811866 . IP address 185.65.248.0",Mario Waters,Diarrhea,099-76-0157,11/3/1948,611 O'Kon Terrace Suite 94,Lynn,1420,http://www.flickr.com/photos/dinoia/4721950229/,6084296330,ID0937950,0495-389-0582,MelisaKreiger@sayhi.net,A9811866,185.65.248.0
1822,"Mr Wilbur Denesik is suffering from cancer . Patient SSN 713 76 2879 . He arrived on 6.2.1956 . Patient is from 289 Brown Glen Unit 6 Boston , 2113 .
Advised him to reach http://soundcloud.com/friedercore/over-the-terror-part3 . Patient account number 8474497370 . Medical record Id MR5609428 . Patient 014057826 52 96 Email is MariselaMurazik@glendale.net
Patient Id W5120664 . IP address 146.247.64.0",Wilbur Denesik,cancer,713 76 2879,6.2.1956,289 Brown Glen Unit 6,Boston,2113,http://soundcloud.com/friedercore/over-the-terror-part3,8474497370,MR5609428,014057826 52 96,MariselaMurazik@glendale.net,W5120664,146.247.64.0
1823,"Mr Eartha Hamill is suffering from Diarrhea . Patient SSN 424336119 . He arrived on 9/11/1931 . Patient is from 451 Buckridge Harbor West Tisbury , 2180 .
Advised him to reach http://picasaweb.google.com/lh/sredir?uname=s.rozika&target=PHOTO&id=5490857145726516978&aid=5458981798227595201&feat=content_notification . Patient account number 4233271311 . Medical record Id MR9061147 . Patient 0473730-352 Email is SidVon@mail2adorable.com
Patient Id 4520037 . IP address 188.127.160.0",Eartha Hamill,Diarrhea,424336119,9/11/1931,451 Buckridge Harbor,West Tisbury,2180,http://picasaweb.google.com/lh/sredir?uname=s.rozika&target=PHOTO&id=5490857145726516978&aid=5458981798227595201&feat=content_notification,4233271311,MR9061147,0473730-352,SidVon@mail2adorable.com,4520037,188.127.160.0
1824,"Mrs Shirley Borer is suffering from fever . Her SSN 252 93 5923 . She contacted on 3/2/1914 . Patient is from 464 Boyle Boulevard Apt 28 Cambridge , 2114 .
Advised her to reach http://soundcloud.com/2klang . Patient account number is  6717850823 . Medical record Id ID5048110 . Her 05820-709 4367 Email is ColletteGraham@mail2store.com
Patient Id D592212 . IP address 93.115.60.0",Shirley Borer,fever,252 93 5923,3/2/1914,464 Boyle Boulevard Apt 28,Cambridge,2114,http://soundcloud.com/2klang,6717850823,ID5048110,05820-709 4367,ColletteGraham@mail2store.com,D592212,93.115.60.0
1825,"Mr Cornell Goyette has  stomach ache . Patient SSN 401-09-1877 . He came on 24/4/1917 . Patient home address is  655 Bergnaum Parade Fall River , 1106 .
we gave him http://soundcloud.com/larry-baaaam/larry-baaaam-strangers-laughin . Patient account number 4975651395 . Medical record Id MR8420676 . Patient 067-4027156 Email is JeannieVonRueden@the-master.com
Patient Id A2826241 . Here is the IP 93.157.108.0",Cornell Goyette,stomach ache,401-09-1877,24/4/1917,655 Bergnaum Parade,Fall River,1106,http://soundcloud.com/larry-baaaam/larry-baaaam-strangers-laughin,4975651395,MR8420676,067-4027156,JeannieVonRueden@the-master.com,A2826241,93.157.108.0
1826,"Mr Lesley Lynch has  cough . Patient SSN 782-71-5117 . He came on 15.8.2015 . Patient home address is  922 Littel Station Suite 61 Millis , 2725 .
we gave him http://www.metacafe.com/watch/yt-az1smQMWHYk/unsafe_driving/ . Patient account number 7564650903 . Medical record Id CA7809194 . Patient 030128-4-27 Email is HarlandKrajcik@marijuana.com
Patient Id F0202928 . Here is the IP 192.92.141.0",Lesley Lynch,cough,782-71-5117,15.8.2015,922 Littel Station Suite 61,Millis,2725,http://www.metacafe.com/watch/yt-az1smQMWHYk/unsafe_driving/,7564650903,CA7809194,030128-4-27,HarlandKrajcik@marijuana.com,F0202928,192.92.141.0
1827,"Mr Rene Schinner is suffering from cold . Patient SSN 353-62-0841 . He arrived on 15-11-1989 . Patient is from 712 Schuppe Ramp Unit 0 Southborough , 2120 .
Advised him to reach http://www.flickr.com/photos/flaimo/3088479202 . Patient account number 1820092844 . Medical record Id ID8418383 . Patient 049 703-626 Email is GraciaAufderhar@mail2nigeria.com
Patient Id N1061214 . IP address 103.66.136.0",Rene Schinner,cold,353-62-0841,15-11-1989,712 Schuppe Ramp Unit 0,Southborough,2120,http://www.flickr.com/photos/flaimo/3088479202,1820092844,ID8418383,049 703-626,GraciaAufderhar@mail2nigeria.com,N1061214,103.66.136.0
1828,"Mr Florinda Strosin has  headache . Patient SSN 381-06-1296 . He came on 28.4.1998. . Patient home address is  395 Brakus Wall Unit 30 Springfield , 2461 .
we gave him http://tweetphoto.com/31431935 . Patient account number 7242729528 . Medical record Id ID4104334 . Patient 0157 9178775 Email is DorotheaWard@uol.com.mx
Patient Id ZAX590149 . Here is the IP 185.245.72.0",Florinda Strosin,headache,381-06-1296,28.4.1998.,395 Brakus Wall Unit 30,Springfield,2461,http://tweetphoto.com/31431935,7242729528,ID4104334,0157 9178775,DorotheaWard@uol.com.mx,ZAX590149,185.245.72.0
1829,"Mr Erwin Weimann is suffering from cancer . Patient SSN 813-06-5337 . He arrived on 6/4/1919 . Patient is from 758 Collier Approach Unit 54 Abington , 2638 .
Advised him to reach http://soundcloud.com/schneidenhaar/sandstrand-s-h-set-6-7-10 . Patient account number 9079050405 . Medical record Id ID0179607 . Patient 06234 56572 Email is MerlinBreitenberg@city-of-liverpool.com
Patient Id D923301 . IP address 103.177.172.0",Erwin Weimann,cancer,813-06-5337,6/4/1919,758 Collier Approach Unit 54,Abington,2638,http://soundcloud.com/schneidenhaar/sandstrand-s-h-set-6-7-10,9079050405,ID0179607,06234 56572,MerlinBreitenberg@city-of-liverpool.com,D923301,103.177.172.0
1830,"Mr Lupita Greenfelder is suffering from Diarrhea . Patient SSN 930-02-8884 . He arrived on 25/3/1933 . Patient is from 986 Price Road Holbrook , 2186 .
Advised him to reach http://soundcloud.com/phriek/welf-maass-pres-radio-dimension-mit-phriek-2010-03 . Patient account number 4348991518 . Medical record Id CA6825899 . Patient 05467-845-1562 Email is SandraHoppe@hot.ee
Patient Id 000344684 . IP address 89.36.38.0",Lupita Greenfelder,Diarrhea,930-02-8884,25/3/1933,986 Price Road,Holbrook,2186,http://soundcloud.com/phriek/welf-maass-pres-radio-dimension-mit-phriek-2010-03,4348991518,CA6825899,05467-845-1562,SandraHoppe@hot.ee,000344684,89.36.38.0
1831,"Mr Lorrine Glover is suffering from Diarrhea . Patient SSN 788-20-7475 . He arrived on 24/2/2019 . Patient is from 996 McClure Flat Framingham , 2169 .
Advised him to reach http://twitgoo.com/17baex . Patient account number 4291445078 . Medical record Id DS4940993 . Patient 046-10 8587 Email is GarthHettinger@the-mexican.com
Patient Id YR9012454 . IP address 192.160.38.0",Lorrine Glover,Diarrhea,788-20-7475,24/2/2019,996 McClure Flat,Framingham,2169,http://twitgoo.com/17baex,4291445078,DS4940993,046-10 8587,GarthHettinger@the-mexican.com,YR9012454,192.160.38.0
1832,"Mr Muoi Nolan has  stomach ache . Patient SSN 457-06-6497 . He came on 25/6/1993 . Patient home address is  450 Marks Landing Unit 8 New Ashford , 2120 .
we gave him http://soundcloud.com/larswickinger/larswickinger-funkybuthole-ms . Patient account number 0614678756 . Medical record Id DS3914339 . Patient 00564-391-16 64 Email is SteveBeahan@collegemail.com
Patient Id 2434339 . Here is the IP 79.143.20.0",Muoi Nolan,stomach ache,457-06-6497,25/6/1993,450 Marks Landing Unit 8,New Ashford,2120,http://soundcloud.com/larswickinger/larswickinger-funkybuthole-ms,0614678756,DS3914339,00564-391-16 64,SteveBeahan@collegemail.com,2434339,79.143.20.0
